#Claim Number,Claim Occurrence 1,Claim Occurrence 2,Borough,Date Occurred,Date Claimed,Amount,name,longitude,latitude
2013PI031122,199 14 ST,,BROOKLYN,10/29/2013,,,2013PI031122,-73.990319,40.667254
2013PI031126,GRAND CO,E 164 ST,BRONX,11/26/2013,,,2013PI031126,-73.921181,40.829636
2013PI031307,155-17 115 RD,,QUEENS,10/17/2013,,,2013PI031307,-73.790137,40.685425
2014PI009170,1420 AMSTERDAM AV,,MANHATTAN,8/15/2013,,,2014PI009170,-73.955475,40.815843
2014PI009370,2705 MARION AV,,BRONX,1/4/2013,,,2014PI009370,-73.889716,40.86578
2013PI020617,1253 FRANKLIN AV,,BRONX,5/4/2013,,,2013PI020617,-73.90322,40.831003
2013PI021420,2035 1 AV,,MANHATTAN,7/22/2013,4/29/2014,9000,2013PI021420,-73.940802,40.789186
2013PI031484,2207 AMSTERDAM AV,,MANHATTAN,7/18/2013,,,2013PI031484,-73.936084,40.839908
2014PI009789,22 LOCUST ST,,BROOKLYN,11/20/2013,,,2014PI009789,-73.93734,40.699101
2014PI010292,180 ST,AUDOBON AV,MANHATTAN,12/28/2013,,,2014PI010292,-73.932852,40.848047
2013PI022009,1731 HARRISON AV,,BRONX,5/22/2013,,,2013PI022009,-73.914625,40.849827
2013PI022011,1731 HARRISON AV,,BRONX,5/22/2013,,,2013PI022011,-73.914625,40.849827
2013PI032341,118 AV & 152 ST,,QUEENS,11/30/2013,,,2013PI032341,-73.790337,40.680397
2013PI032524,92-15 NORTHERN BL,,QUEENS,11/8/2013,,,2013PI032524,-73.875657,40.756861
2013PI032536,1677 ST JOHNS PL,,BROOKLYN,9/25/2013,,,2013PI032536,-73.921484,40.670386
2013PI022853,FLATBUSH AV & DITMAS AV,,BROOKLYN,6/9/2013,,,2013PI022853,-73.955718,40.640591
2013PI022992,76 9 AV,,MANHATTAN,6/2/2013,,,2013PI022992,-74.00321,40.741368
2014PI000226,1005 WALTON AV,,BRONX,10/4/2013,,,2014PI000226,-73.922524,40.830406
2014PI000231,1693 VYSE AV,,BRONX,10/6/2013,,,2014PI000231,-73.886599,40.836236
2014PI000631,782 E 163 ST,,BRONX,10/23/2013,,,2014PI000631,-73.903001,40.82244
2014PI000661,475 E 185 ST,,BRONX,12/14/2013,,,2014PI000661,-73.892305,40.856602
2013PI023199,156-10 BAISLEY BL,,QUEENS,8/5/2013,,,2013PI023199,-73.782686,40.673955
2013PI023202,1940 WEBSTER AV,,BRONX,6/9/2013,,,2013PI023202,-73.899908,40.848668
2013PI023208,312 DELANCEY ST,,MANHATTAN,6/26/2013,,,2013PI023208,-73.977809,40.717552
2013PI023292,330 HALSEY ST,,BROOKLYN,8/26/2013,,,2013PI023292,-73.940647,40.68267
2014PI001025,1633 GARFIELD ST,,BRONX,12/23/2013,,,2014PI001025,-73.867211,40.841436
2014PI001632,FLUSHING AV & BROADWAY,,BROOKLYN,12/11/2013,,,2014PI001632,-73.941933,40.700734
2014PI001780,WALTON AV & E 181 ST,,BRONX,11/21/2013,,,2014PI001780,-73.904728,40.855378
2013PI023816,1531 TAYLOR AV,,BRONX,6/12/2013,,,2013PI023816,-73.866845,40.838721
2014PI002159,168 LAKE AV,,STATEN ISLAND,11/16/2013,,,2014PI002159,-74.151395,40.632597
2014PI013420,LIBERTY AV,121 ST,QUEENS,8/15/2013,,,2014PI013420,-73.822184,40.687016
2013PI024037,306 BEACH 47 ST,,QUEENS,7/18/2013,,,2013PI024037,-73.777761,40.593767
2013PI024306,68-43 BURNS ST,,QUEENS,6/19/2013,,,2013PI024306,-73.850867,40.721317
2013PI024529,126 BIRCH RD,,STATEN ISLAND,6/18/2013,,,2013PI024529,-74.166604,40.62429
2013PI015354,477 ONDERDONK AV,,QUEENS,5/29/2013,,,2013PI015354,-73.91158,40.70686
2013PI015600,523 GATES AV,,BROOKLYN,3/13/2013,,,2013PI015600,-73.945973,40.686987
2013PI016040,2175 REEDS MILL LANE,,BRONX,3/15/2013,,,2013PI016040,-73.832169,40.882874
2013PI016047,1051 RIVERSIDE DR,,MANHATTAN,5/13/2013,,,2013PI016047,-73.944759,40.842012
2013PI016052,1230 BOSTON RD,,BRONX,5/28/2013,,,2013PI016052,-73.900966,40.830156
2013PI016142,1976 CBE,APT B1,BRONX,5/23/2013,6/20/2014,2000,2013PI016142,-73.857647,40.83195
2013PI018061,3178 BAINBRIDGE AV,,BRONX,4/9/2013,,,2013PI018061,-73.879228,40.875588
2013PI007420,41 ST,7 AV,MANHATTAN,1/17/2013,2/14/2014,7500,2013PI007420,-73.987448,40.755382
2013PI007426,1522 VYSE AV,,BRONX,1/28/2013,,,2013PI007426,-73.887616,40.833501
2013PI009775,2414 BEAUMONT AVENUE,APT 9,BRONX,3/15/2013,,,2013PI009775,-73.884009,40.854486
2013PI009892,DECATUR AV & 193 ST,,BRONX,3/7/2013,,,2013PI009892,-73.890657,40.862963
2013PI013173,400 E 180 ST,,BRONX,2/23/2013,,,2013PI013173,-73.897893,40.852045
2013PI013311,2114 AQUEDUCT AV,,BRONX,2/18/2013,,,2013PI013311,-73.909187,40.856345
2013PI013312,2114 AQUEDUCT AV,,BRONX,4/30/2013,,,2013PI013312,-73.909187,40.856345
2013PI011757,2980 W 28 ST,,BROOKLYN,4/11/2013,10/17/2013,12500,2013PI011757,-73.993868,40.573527
2013PI011763,NOSTRAND AV,MONROE ST,BROOKLYN,2/5/2013,,,2013PI011763,-73.950593,40.685474
2013PI011769,FAILLE ST,LAFAYETTE AV,BRONX,4/9/2013,,,2013PI011769,-73.887084,40.816799
2013PI011772,755 FOREST AV,,BRONX,4/5/2013,,,2013PI011772,-73.906305,40.818605
2013PI011783,301 GOLD ST,,BROOKLYN,4/9/2013,,,2013PI011783,-73.982825,40.695469
2013PI015605,1 POLICE PZ,,MANHATTAN,3/12/2013,,,2013PI015605,-74.001938,40.712194
2013PI008179,1880 VALENTINE AV,,BRONX,1/15/2013,,,2013PI008179,-73.900558,40.849004
2013PI010314,2255 MORRIS AV,,BRONX,1/17/2013,6/26/2014,10000,2013PI010314,-73.902668,40.857424
2013PI010316,2255 MORRIS AV,,BRONX,1/17/2013,,,2013PI010316,-73.902668,40.857424
2013PI010318,2255 MORRIS AV,,BRONX,1/17/2013,,,2013PI010318,-73.902668,40.857424
2013PI009606,2430 7 AV,,MANHATTAN,3/26/2013,3/18/2014,50000,2013PI009606,-73.941215,40.819633
2013PI009612,410 GRAND ST,,MANHATTAN,2/8/2013,,,2013PI009612,-73.986037,40.716338
2013PI009614,25 E 170 ST,,BRONX,1/26/2013,,,2013PI009614,-73.91638,40.840005
2013PI010157,2877 BARKLEY AVE,,BRONX,2/9/2013,,,2013PI010157,-73.827285,40.83089
2013PI011426,2111 SOUTHERN BL,APT 17B,BRONX,2/2/2013,,,2013PI011426,-73.884605,40.846439
2013PI011431,3065 ROBERTS AV,,BRONX,3/27/2013,,,2013PI011431,-73.829243,40.846266
2013PI011531,3527 NOSTRAND AV,,BROOKLYN,4/6/2013,,,2013PI011531,-73.93983,40.597279
2013PI011563,1825 BRUCKNER BL,APT 5C,BRONX,2/5/2013,,,2013PI011563,-73.864173,40.826828
2013PI014709,1557 WHITE PLAINS RD,,BRONX,5/10/2013,,,2013PI014709,-73.864154,40.839522
2013PI014725,101-10 ROCKAWAY BL,JOHN ADAMS HS,QUEENS,3/11/2013,3/28/2014,20000,2013PI014725,-73.836855,40.678266
2013PI006951,25-21 BUTLER ST,,QUEENS,1/17/2013,3/28/2014,40000,2013PI006951,-73.865289,40.766088
2013PI017661,GRAND CO & 170 ST,,BRONX,5/22/2013,,,2013PI017661,-73.913772,40.83873
2013PI017665,2483 GRAND CO,,BRONX,4/10/2013,,,2013PI017665,-73.897788,40.862094
2013PI017666,2 E 169 ST,,BRONX,5/24/2013,,,2013PI017666,-73.919831,40.837324
2013PI010709,HENRY HUDSON PY & W 79 ST,,MANHATTAN,1/24/2013,,,2013PI010709,-73.984001,40.785544
2013PI010642,147-54 71 RD,,QUEENS,1/18/2013,,,2013PI010642,-73.81882,40.727933
2013PI014220,3055 BOUCK AV,APT 2A,BRONX,4/19/2013,,,2013PI014220,-73.852264,40.8703
2013PI014231,128 ST & LENOX AV,,MANHATTAN,5/18/2013,,,2013PI014231,-73.944085,40.809701
2013PI007043,5 AV,128 ST,MANHATTAN,2/28/2013,,,2013PI007043,-73.94086,40.808344
2013PI016506,303 E 135TH ST,APT 4B,BRONX,5/15/2013,6/6/2014,20000,2013PI016506,-73.926861,40.809543
2013PI016587,3820 3 AV,,BRONX,5/3/2013,,,2013PI016587,-73.900966,40.837501
2013PI010078,CLAREMONT PY & CROTONA AV,,BRONX,3/1/2013,,,2013PI010078,-73.897729,40.836488
2013PI018033,525 JACKSON AV,,BRONX,6/13/2013,,,2013PI018033,-73.910157,40.812847
2013PI018067,710 E 235 ST,,BRONX,5/24/2013,,,2013PI018067,-73.8562,40.894519
2013PI010574,85 ST JOSEPHS AV,,STATEN ISLAND,2/4/2013,,,2013PI010574,-74.14193,40.635571
2013PI010664,3 AV & 108 ST,,MANHATTAN,1/18/2013,,,2013PI010664,-73.943724,40.792881
2013PI012021,FULTON AV & 172 ST,,BRONX,2/15/2013,,,2013PI012021,-73.899033,40.839338
2013PI012346,2290 DAVIDSON AV,,BRONX,4/29/2013,,,2013PI012346,-73.904314,40.85905
2013PI012392,16 AVON PL,,STATEN ISLAND,2/5/2013,,,2013PI012392,-74.08364,40.63528
2013PI016973,1479 MACOMBS RD,,BRONX,4/11/2013,,,2013PI016973,-73.918624,40.842867
2013PI009224,HOWARD AV & PITKINS AV,,BROOKLYN,2/5/2013,4/1/2014,7500,2013PI009224,-73.920048,40.668286
2013PI009225,181 ST,FORT WASHINGTON AV,MANHATTAN,2/7/2013,4/16/2014,3500,2013PI009225,-73.938285,40.850916
2013PI009234,HOYT ST,SCHERMERHORN ST,BROOKLYN,2/11/2013,4/24/2014,5000,2013PI009234,-73.986159,40.689027
2013PI009249,411 E 136 ST,APT 1D,BRONX,1/23/2013,4/2/2014,7000,2013PI009249,-73.922828,40.80796
2013PI009269,1285 WASHINGTON AV,,BRONX,1/18/2013,,,2013PI009269,-73.906675,40.832823
2013PI009279,206 MACON ST,,BROOKLYN,4/4/2013,10/17/2013,3500,2013PI009279,-73.942548,40.681694
2013PI012584,970 KELLY ST,,BRONX,1/24/2013,10/8/2013,12500,2013PI012584,-73.8954,40.821802
2013PI012586,970 KELLY ST,,BRONX,3/1/2013,,,2013PI012586,-73.8954,40.821802
2013PI012587,138 ST,GRAND CO,BRONX,2/22/2013,,,2013PI012587,-73.929881,40.81305
2013PI012687,E 98 ST & RUTLAND RD,,BROOKLYN,4/19/2013,,,2013PI012687,-73.922878,40.664961
2013PI013682,MEMPHIS AV & 243 ST,,QUEENS,5/17/2013,,,2013PI013682,-73.736529,40.664051
2013PI013725,200 W 131 ST,,MANHATTAN,3/9/2013,,,2013PI013725,-73.947493,40.812736
2013PI013726,324 BEACH 27 ST,,QUEENS,2/21/2013,,,2013PI013726,-73.7602,40.596907
2013PI013820,ROOSEVELT AV & 79 ST,,QUEENS,3/5/2013,,,2013PI013820,-73.886718,40.747351
2013PI014014,270 TROY AV,,BROOKLYN,5/14/2013,,,2013PI014014,-73.936863,40.670198
2013PI006370,1411 JESUP AV,,BRONX,2/7/2013,,,2013PI006370,-73.920914,40.841472
2013PI006371,1411 JESUP AVENUE,,BRONX,2/7/2013,,,2013PI006371,-73.920914,40.841472
2013PI006372,1411 JESUP AV,,BRONX,2/7/2013,,,2013PI006372,-73.920914,40.841472
2013PI010134,2805 GRAND CO,,BRONX,1/25/2013,,,2013PI010134,-73.89248,40.86934
2013PI010208,240 BWAY,,STATEN ISLAND,4/11/2013,,,2013PI010208,-74.118892,40.635586
2013PI010327,GREENE ST & SPRING ST,,MANHATTAN,4/5/2013,,,2013PI010327,-74.000369,40.723804
2013PI011889,1455 TOWNSEND AV,,BRONX,3/18/2013,12/27/2013,6000,2013PI011889,-73.916111,40.841268
2013PI011906,8 AV & 47 ST,,MANHATTAN,4/14/2013,,,2013PI011906,-73.987476,40.760413
2013PI012451,29-24 HEALY AV,,QUEENS,4/15/2013,,,2013PI012451,-73.767147,40.604077
2013PI013936,3279 3 AV,,BRONX,5/15/2013,,,2013PI013936,-73.908717,40.825214
2013PI013939,303 E 135 ST,APT 4B,BRONX,5/15/2013,6/6/2014,17500,2013PI013939,-73.926861,40.809543
2013PI016518,9910 ASTORIA BL,E ELMHURST,QUEENS,3/28/2013,11/15/2013,10000,2013PI016518,-73.869818,40.761713
2013PI016611,920 PROSPECT AV,,BRONX,5/8/2013,,,2013PI016611,-73.900289,40.821702
2013PI016730,380 BELMONT AV,,BROOKLYN,6/21/2013,,,2013PI016730,-73.896002,40.670276
2013PI016794,40-14 12 STREET,,QUEENS,4/26/2013,,,2013PI016794,-73.942666,40.755042
2013PI016812,760 ELDERT LN,,BROOKLYN,3/29/2013,,,2013PI016812,-73.888915,40.819504
2013PI007662,818 E 167 ST,,BRONX,2/9/2013,,,2013PI007662,-73.899696,40.826197
2013PI007680,225 ST & WHITE  PLAINS RD,,BRONX,2/20/2013,,,2013PI007680,-73.860453,40.887811
2013PI008092,740 BEACH AV,,BRONX,1/7/2013,,,2013PI008092,-73.86334,40.820574
2013PI010951,2 AV,42 ST,MANHATTAN,4/7/2013,,,2013PI010951,-73.972204,40.749832
2013PI008984,108-17 72 AV,,QUEENS,2/15/2013,2/21/2014,15000,2013PI008984,-73.842652,40.719906
2013PI008988,108-17  72 AV,,QUEENS,2/15/2013,2/21/2014,15000,2013PI008988,-73.842652,40.719906
2013PI012618,663 JEFFERSON PL,,BRONX,4/24/2013,,,2013PI012618,-73.898822,40.833259
2013PI012636,EASTERN PKWY,THOMAS BOYLAND ST,BROOKLYN,2/24/2013,,,2013PI012636,-73.914132,40.671885
2013PI012739,207 BUSHWICK AV,MS 582,BROOKLYN,4/30/2013,,,2013PI012739,-73.939391,40.708813
2013PI012897,GUN HILL RD,BRONXWOOD AV,BRONX,3/16/2013,,,2013PI012897,-73.860515,40.875504
2013PI012905,7 AV,137 ST,MANHATTAN,4/28/2013,,,2013PI012905,-73.942757,40.816609
2013PI007802,509 W 34 ST,,MANHATTAN,1/5/2013,,,2013PI007802,-73.99981,40.755169
2013PI018093,ST NICHOLAS AV & W 153 ST,,MANHATTAN,4/28/2013,,,2013PI018093,-73.941955,40.82944
2013PI009039,109 MARCUS GARVEY BL,,BROOKLYN,1/3/2013,,,2013PI009039,-73.939183,40.695405
2013PI009041,225 47 ST,,BROOKLYN,3/10/2013,,,2013PI009041,-74.014042,40.650373
2013PI009049,932 CARROLL ST,,BROOKLYN,3/1/2013,,,2013PI009049,-73.960764,40.668131
2013PI009150,389 MORGAN AV,APT 6F,BROOKLYN,3/21/2013,11/15/2013,7500,2013PI009150,-73.938487,40.718441
2013PI010799,SUTPHIN BL,LINDEN BL,QUEENS,1/29/2013,,,2013PI010799,-73.79391,40.686313
2013PI010956,245 E 149 ST,,BRONX,4/8/2013,,,2013PI010956,-73.923774,40.818124
2013PI011059,494 CHAUNCEY ST,,BROOKLYN,1/30/2013,,,2013PI011059,-73.91224,40.682155
2013PI012799,701 COSTER ST,,BRONX,3/5/2013,,,2013PI012799,-73.887626,40.814617
2013PI006816,1495 MORRIS AV,APT 4C,BRONX,3/5/2013,5/28/2014,12500,2013PI006816,-73.909964,40.840714
2013PI006817,1600 SEDGWICK AV,,BRONX,1/12/2013,10/16/2013,3500,2013PI006817,-73.923653,40.847468
2013PI014892,127 ST,LEXINGTON AV,MANHATTAN,5/25/2013,,,2013PI014892,-73.936474,40.805679
2013PI015478,618 ST NICHOLAS  AV,APT 1C,MANHATTAN,4/17/2013,,,2013PI015478,-73.945864,40.820939
2013PI015522,TROY AV & LINDEN BLVD,,BROOKLYN,5/29/2013,3/17/2014,20000,2013PI015522,-73.936388,40.653452
2013PI016000,112-05 203 ST,,QUEENS,3/21/2013,,,2013PI016000,-73.752853,40.703275
2013PI016020,PITKIN AV,HENDRIX ST,BROOKLYN,4/6/2013,,,2013PI016020,-73.889419,40.672855
2013PI016459,8011 5 AV,,BROOKLYN,3/29/2013,12/18/2013,12500,2013PI016459,-74.024051,40.625306
2013PI016499,E 237 ST & BARNES AV,WHITE PLAINS RD,BRONX,6/14/2013,,,2013PI016499,-73.852384,40.896342
2013PI018009,1046 WOODYCREST AV,,BRONX,4/14/2013,,,2013PI018009,-73.926838,40.833708
2013PI010189,234 RALPH AV,,BROOKLYN,2/21/2013,,,2013PI010189,-73.923884,40.680393
2013PI010213,30 RALPH AV,,BROOKLYN,4/15/2013,,,2013PI010213,-73.924393,40.689615
2013PI012035,10 WARREN ST,,STATEN ISLAND,4/19/2013,,,2013PI012035,-74.082832,40.622501
2013PI012312,1650 PACIFIC ST,,BROOKLYN,5/4/2013,,,2013PI012312,-73.93447,40.67654
2013PI012366,404 E 152 ST,,BRONX,4/9/2013,,,2013PI012366,-73.916563,40.817938
2013PI008764,3005 EDSON AV,,BRONX,2/26/2013,,,2013PI008764,-73.835295,40.872092
2013PI014260,SUMMIT AV & W 166 ST,,BRONX,4/25/2013,,,2013PI014260,-73.928686,40.835902
2013PI014261,301 W 140 ST,,MANHATTAN,4/24/2013,,,2013PI014261,-73.944557,40.820222
2013PI004883,BEDFORD AV & EMPIRE BLVD,,BROOKLYN,1/19/2013,,,2013PI004883,-73.957209,40.663527
2013PI015573,109-36 160 ST,,QUEENS,3/27/2013,,,2013PI015573,-73.792396,40.693016
2013PI009259,E 148 ST & COLLEGE AV,,BRONX,3/8/2013,10/7/2013,20000,2013PI009259,-73.921247,40.816229
2013PI009264,14 KOSCIUSKO ST,,BROOKLYN,2/13/2013,,,2013PI009264,-73.954661,40.690021
2013PI009290,524 GEORGIA AV,2 FL,BROOKLYN,1/21/2013,,,2013PI009290,-73.89598,40.66357
2013PI009299,264 10 AV,,MANHATTAN,3/8/2013,,,2013PI009299,-74.002387,40.749029
2013PI009423,WEBSTER AV,181 ST,BRONX,2/22/2013,5/20/2014,125000,2013PI009423,-73.897588,40.853124
2013PI011233,GRAHAM AV,MOORE ST,BROOKLYN,2/1/2013,,,2013PI011233,-73.942616,40.703773
2013PI011479,260 DUMONT AV,APT A,BROOKLYN,3/27/2013,,,2013PI011479,-73.909681,40.663387
2013PI017521,451 CLARKSON AV,,BROOKLYN,4/3/2013,,,2013PI017521,-73.943464,40.656692
2013PI017589,1895 UNIVERSITY AV,,BRONX,5/17/2013,,,2013PI017589,-73.91337,40.852961
2013PI017652,AMBOY RD,CLARK AV,STATEN ISLAND,4/6/2013,,,2013PI017652,-74.131701,40.564545
2013PI017669,1556 ST MARKS AV,,BROOKLYN,4/5/2013,,,2013PI017669,-73.915702,40.673072
2013PI017720,694 DUMONT AV,,BROOKLYN,5/20/2013,,,2013PI017720,-73.893073,40.666499
2013PI017732,8 AV & 34 ST,,MANHATTAN,6/13/2013,,,2013PI017732,-73.993465,40.752199
2013PI017848,115 BEACH 56 PL,,QUEENS,6/20/2013,4/25/2014,14000,2013PI017848,-73.787468,40.590673
2013PI017058,320 JAY ST,,BROOKLYN,6/26/2013,,,2013PI017058,-73.987697,40.69461
2013PI010713,WEBSTER AV & 182 ST,,BRONX,3/7/2013,,,2013PI010713,-73.896443,40.854915
2013PI013336,890 E TREMONT AV,,BRONX,2/22/2013,,,2013PI013336,-73.885031,40.842125
2013PI013473,2114 AQUEDUCT AV,APT A5,BRONX,4/30/2013,,,2013PI013473,-73.909187,40.856345
2013PI014360,1721 UNIVERSITY AV,,BRONX,5/2/2013,3/10/2014,9000,2013PI014360,-73.917116,40.849788
2013PI006712,4044 LACONIA AV,,BRONX,2/26/2013,,,2013PI006712,-73.845149,40.885672
2013PI006997,711 E 228 ST,,BRONX,1/4/2013,,,2013PI006997,-73.858666,40.889977
2013PI008558,1084 NEW YORK AV,,BROOKLYN,3/4/2013,,,2013PI008558,-73.946553,40.646705
2013PI008561,2355 BRIGHAM ST,,BROOKLYN,2/8/2013,,,2013PI008561,-73.933819,40.595162
2013PI008573,3907 SHORE PY,,BROOKLYN,1/5/2013,,,2013PI008573,-73.930177,40.586371
2013PI008574,3907 SHORE PY,,BROOKLYN,1/5/2013,,,2013PI008574,-73.930177,40.586371
2013PI010264,765 SOUTHERN BL,,BRONX,3/4/2013,,,2013PI010264,-73.89753,40.815499
2013PI010255,98-01 LIBERTY AV,,QUEENS,3/30/2013,,,2013PI010255,-73.841225,40.68136
2013PI010461,8 AV,115 ST,MANHATTAN,4/9/2013,,,2013PI010461,-73.955862,40.803753
2013PI012568,LONGWOOD  AV,BRUCKNER BLVD,BRONX,2/7/2013,,,2013PI012568,-73.895279,40.815763
2013PI015098,315 SUTTER AV,,BROOKLYN,5/20/2013,5/16/2014,25000,2013PI015098,-73.908387,40.667942
2013PI015530,AMSTERDAM AV & 144 ST,,MANHATTAN,5/25/2013,,,2013PI015530,-73.948101,40.824571
2013PI015544,75-09 WOODHAVEN BL,,QUEENS,3/19/2013,,,2013PI015544,-73.858159,40.708838
2013PI016628,8 AV & W 117 ST,,MANHATTAN,4/5/2013,,,2013PI016628,-73.954875,40.805106
2013PI016629,1022 REV JAMES POLITE AV,,BRONX,3/28/2013,,,2013PI016629,-73.898673,40.824088
2013PI016839,257 ALEXANDER AV,,BRONX,5/10/2013,2/26/2014,17500,2013PI016839,-73.925311,40.810396
2013PI015582,954 GREENE AV,,BROOKLYN,3/18/2013,,,2013PI015582,-73.929581,40.690656
2013PI015602,212 ST,111 AV,QUEENS,4/30/2013,,,2013PI015602,-73.744847,40.706973
2013PI008022,50 WYCKOFF AV,,BROOKLYN,2/8/2013,,,2013PI008022,-73.921702,40.705569
2013PI016940,611 BLAKE AV,APT 1H,BROOKLYN,4/11/2013,,,2013PI016940,-73.896431,40.668017
2013PI016942,2794 RANDALL AV,,BRONX,4/20/2013,,,2013PI016942,-73.825353,40.823435
2013PI016943,2778 SCHLEY AV,,BRONX,4/24/2013,,,2013PI016943,-73.823875,40.821984
2013PI016946,2778 SCHLEY AV,,BRONX,4/24/2013,,,2013PI016946,-73.823875,40.821984
2013PI017027,730  E 166 ST,,BRONX,4/12/2013,,,2013PI017027,-73.903372,40.8258
2013PI017360,377 BRADFORD ST,,BROOKLYN,4/27/2013,,,2013PI017360,-73.891136,40.669747
2013PI009620,1454 GRAND CO,,BRONX,4/2/2013,,,2013PI009620,-73.912567,40.839898
2013PI009625,1454 GRAND CO,,BRONX,4/2/2013,,,2013PI009625,-73.912567,40.839898
2013PI009862,1313 STERLING PL,,BROOKLYN,3/1/2013,,,2013PI009862,-73.935077,40.671937
2013PI009953,1671 VYSE AVE,APT. A,BRONX,3/9/2013,,,2013PI009953,-73.886969,40.835627
2013PI010020,610 W 152 ST,,MANHATTAN,1/17/2013,,,2013PI010020,-73.948187,40.831013
2013PI010307,163-19 JAMAICA AV,,QUEENS,1/19/2013,3/18/2014,5000,2013PI010307,-73.796253,40.705218
2013PI011580,1152 RANDALL AV,,BRONX,2/10/2013,,,2013PI011580,-73.892614,40.81093
2013PI013163,251-8 HILLSIDE AV,,QUEENS,3/14/2013,,,2013PI013163,-73.71617,40.73537
2013PI013201,1000 SIMPSON ST,,BRONX,5/3/2013,,,2013PI013201,-73.893094,40.822376
2013PI013202,223 E 60 ST,,MANHATTAN,2/28/2013,,,2013PI013202,-73.964936,40.761926
2013PI007417,14-30 REDFERN AV,,QUEENS,2/13/2013,,,2013PI007417,-73.751512,40.610204
2013PI007445,3424 GATES PL,APT 4E,BRONX,1/16/2013,,,2013PI007445,-73.883739,40.882468
2013PI007646,BWAY,DYCKMAN ST,MANHATTAN,1/16/2013,,,2013PI007646,-73.92727,40.865544
2013PI007650,972 MYRTLE AV,,BROOKLYN,2/11/2013,,,2013PI007650,-73.942543,40.695909
2013PI007653,4111 LACONIA AV,,BRONX,2/27/2013,1/15/2014,20000,2013PI007653,-73.847608,40.887451
2013PI016074,5 AV & 60 ST,,MANHATTAN,4/29/2013,,,2013PI016074,-73.972555,40.764907
2013PI007639,BWAY,SPRING ST,MANHATTAN,2/6/2013,,,2013PI007639,-73.998815,40.72303
2013PI009166,MYRTLE AV,TOMPKINS AV,BROOKLYN,3/29/2013,1/17/2014,26500,2013PI009166,-73.946366,40.695713
2013PI009418,11705 FRANCIS LEWIS BL,,QUEENS,3/1/2013,,,2013PI009418,-73.746086,40.695934
2013PI005995,1744 NOSTRAND AV,,BROOKLYN,2/17/2013,,,2013PI005995,-73.949071,40.643473
2013PI006043,1133 BOSTON RD,APT B2,BRONX,1/23/2013,2/3/2014,15000,2013PI006043,-73.904279,40.828218
2013PI006268,23 ST,6 AV,MANHATTAN,2/26/2013,8/30/2013,20000,2013PI006268,-73.992806,40.742919
2013PI011973,FULTON ST,RALPH AV,BROOKLYN,5/2/2013,11/26/2013,7500,2013PI011973,-73.921647,40.678879
2013PI012034,2414 BELMONT AV,APT #9,BRONX,3/15/2013,,,2013PI012034,-73.885605,40.855193
2013PI012042,2414 BELMONT AV,APT #9,BRONX,3/15/2013,,,2013PI012042,-73.885605,40.855193
2013PI012133,148 ST,MORRIS AV,BRONX,3/8/2013,,,2013PI012133,-73.923093,40.816705
2013PI015549,LENOX AV & W 125 ST,,MANHATTAN,4/3/2013,5/23/2014,12000,2013PI015549,-73.945485,40.807781
2013PI007170,561 W 163 ST,,MANHATTAN,2/12/2013,5/5/2014,6500,2013PI007170,-73.941619,40.837833
2013PI016597,FTELEY AV & 174 ST,,BRONX,5/9/2013,,,2013PI016597,-73.872751,40.83441
2013PI017052,19 E 213 ST,,BRONX,5/3/2013,,,2013PI017052,-73.878292,40.885048
2013PI017053,19 E 213 ST,,BRONX,5/3/2013,,,2013PI017053,-73.878292,40.885048
2013PI015802,1501 UNDERCLIFF AV,,BRONX,5/15/2013,,,2013PI015802,-73.924316,40.846118
2013PI016161,119-74 MERRICK BL,,QUEENS,4/27/2013,3/14/2014,12500,2013PI016161,-73.771089,40.684211
2013PI016228,23 ST & BWAY,,QUEENS,2/27/2013,6/20/2014,20000,2013PI016228,-73.930366,40.764499
2013PI009616,222 BROOKLYN AV,,BROOKLYN,3/8/2013,,,2013PI009616,-73.945001,40.672371
2013PI009697,117 MACDOUGAL ST,,MANHATTAN,1/14/2013,,,2013PI009697,-74.000582,40.730213
2013PI011228,2445 8 AV,,MANHATTAN,1/20/2013,,,2013PI011228,-73.948677,40.814207
2013PI011235,GRAND CO & E FORDHAM RD,,BRONX,2/7/2013,,,2013PI011235,-73.897144,40.862453
2013PI016102,E 241 ST,WHITE PLAINS RD,BRONX,6/12/2013,,,2013PI016102,-73.850342,40.903489
2013PI006528,563 CAULDWELL AV,,BRONX,2/1/2013,1/8/2014,5000,2013PI006528,-73.910881,40.814673
2013PI016957,340 LIVINGSTON ST,,BROOKLYN,4/26/2013,,,2013PI016957,-73.981331,40.68772
2013PI006137,11 BUSH ST,,BROOKLYN,2/20/2013,,,2013PI006137,-74.007933,40.675806
2013PI017483,174-09 110 AV,,QUEENS,4/22/2013,,,2013PI017483,-73.779637,40.697598
2013PI017496,1600 L AV,,BROOKLYN,4/25/2013,,,2013PI017496,-73.959146,40.61968
2013PI009613,561 W 163 ST,,MANHATTAN,2/12/2013,5/5/2014,5000,2013PI009613,-73.941619,40.837833
2013PI010160,E 16 ST & GRAVESEND NECK,,BROOKLYN,1/20/2013,,,2013PI010160,-73.954736,40.595038
2013PI010242,AMSTERDAM AV,W 167 ST,MANHATTAN,1/23/2013,,,2013PI010242,-73.937208,40.839475
2013PI010375,148 BLEEKER ST,,MANHATTAN,1/26/2013,4/11/2014,12500,2013PI010375,-73.999633,40.728111
