#Claim Number,Claim Occurrence 1,Claim Occurrence 2,Borough,Date Occurred,Date Claimed,Amount,name,longitude,latitude
2014PI004159,1065 UNIVERSITY AV,,BRONX,11/16/2013,,,2014PI004159,-73.929292,40.837442
2014PI004180,1035 E 212 ST,,BRONX,12/10/2013,,,2014PI004180,-73.855691,40.875994
2013PI027809,SUTPHIN BL & 113 AV,,QUEENS,9/21/2013,,,2013PI027809,-73.794373,40.68692
2013PI027907,BOSTON RD & 174 ST,,BRONX,7/26/2013,,,2013PI027907,-73.887768,40.837379
2013PI028425,740 E 178 ST,,BRONX,9/29/2013,,,2013PI028425,-73.889258,40.845332
2014PI004353,40-20 BEACH CHANNEL DR,,QUEENS,11/16/2013,,,2014PI004353,-73.773594,40.597398
2014PI004483,40-20 BEACH CHANNEL DR,5 FL,QUEENS,11/16/2013,,,2014PI004483,-73.773594,40.597398
2013PI027781,195-08 100 AV,,QUEENS,8/13/2013,,,2013PI027781,-73.763475,40.709363
2013PI027963,1585 WASHINGTON AV,,BRONX,8/28/2013,,,2013PI027963,-73.902672,40.839569
2013PI028147,UTICA AV,CLARKSON AV,BROOKLYN,8/1/2013,,,2013PI028147,-73.930903,40.656619
2013PI028178,249A KOSCIUSZKO ST,APT 1A,BROOKLYN,10/9/2013,,,2013PI028178,-73.944909,40.691603
2013PI028426,WILLMOHR ST,E 95 ST,BROOKLYN,8/2/2013,,,2013PI028426,-73.918148,40.656773
2013PI028471,98 MARION ST,,BROOKLYN,8/5/2013,,,2013PI028471,-73.927033,40.679706
2013PI028514,101-56  104 ST,,QUEENS,8/11/2013,,,2013PI028514,-73.838603,40.684683
2013PI028636,2802 OLINVILLE AV,,BRONX,8/7/2013,,,2013PI028636,-73.868039,40.86682
2013PI028662,MYRTLE AV,MARCUS GARVEY BLVD,BROOKLYN,10/23/2013,,,2013PI028662,-73.940707,40.696361
2013PI029709,1396 BWAY,HS FOR L&T,BROOKLYN,10/1/2013,,,2013PI029709,-73.920605,40.688408
2014PI007497,154 SILVER LAKE RD,,STATEN ISLAND,12/18/2013,,,2014PI007497,-74.096351,40.632489
2013PI019001,INTERVALE AV & BECK ST,,BRONX,5/22/2013,,,2013PI019001,-73.896084,40.818898
2013PI022535,111 CENTRE ST,,MANHATTAN,8/7/2013,4/22/2014,5000,2013PI022535,-74.001441,40.716835
2013PI022540,DAVIDSON AV & 190 ST,192 ST,BRONX,6/14/2013,,,2013PI022540,-73.901183,40.864191
2013PI029818,1204 GILBERT PL,,BRONX,9/11/2013,,,2013PI029818,-73.888217,40.817714
2014PI002036,30 JACKSON ST,,STATEN ISLAND,11/13/2013,,,2014PI002036,-74.079892,40.630806
2014PI002109,PRESIDENT ST,NOSTRAND AV,BROOKLYN,7/3/2013,,,2014PI002109,-73.950671,40.668081
2013PI023813,2268 WASHINGTON AV,,BRONX,1/19/2013,1/21/2014,4500,2013PI023813,-73.893168,40.854813
2013PI023941,233 ST,BAYCHESTER AV,BRONX,7/26/2013,,,2013PI023941,-73.841963,40.888465
2013PI024098,195 STEUBEN ST,,STATEN ISLAND,6/18/2013,1/24/2014,15000,2013PI024098,-74.082708,40.609326
2014PI002508,108-20 103 AV,,QUEENS,10/26/2013,,,2014PI002508,-73.833427,40.685329
2014PI002510,3600 WHITE PLAINS RD,,BRONX,10/25/2013,,,2014PI002510,-73.864894,40.879283
2014PI002512,E 165 ST & CARROLL PL,,BRONX,12/4/2013,,,2014PI002512,-73.91947,40.830547
2014PI002514,GRAND CO & E 169 ST,,BRONX,12/15/2013,,,2014PI002514,-73.915871,40.836401
2014PI002626,3194 3 AV,,BRONX,11/29/2013,,,2014PI002626,-73.909143,40.822533
2014PI002940,520 E 156 ST,,BRONX,10/19/2013,,,2014PI002940,-73.911435,40.819005
2013PI024337,865 COLUMBUS AV,,MANHATTAN,6/20/2013,,,2013PI024337,-73.964018,40.796408
2013PI024523,WASHINGTON AV,EASTERN PY,BROOKLYN,9/2/2013,,,2013PI024523,-73.962575,40.671653
2013PI024721,8900 VAN WYCK EP,,QUEENS,6/22/2013,,,2013PI024721,-73.816348,40.70058
2013PI024727,SELWYN AV,172 ST,BRONX,8/12/2013,3/5/2014,10000,2013PI024727,-73.910145,40.840218
2013PI024744,STORY AV,SOUNDVIEW AV,BRONX,7/20/2013,,,2013PI024744,-73.867805,40.822998
2014PI003017,1381 CASTLE HILL AV,,BRONX,11/2/2013,,,2014PI003017,-73.852503,40.836014
2014PI003670,830 4 AV,,BROOKLYN,3/12/2013,,,2014PI003670,-74.001032,40.658193
2013PI025518,1151 ELDER AV,,BRONX,9/19/2013,,,2013PI025518,-73.879207,40.827476
2013PI025757,LIBERTY AV & AUTUMN AV,,BROOKLYN,7/2/2013,,,2013PI025757,-73.868855,40.678452
2013PI025928,E 105 ST & GLENWOOD RD,FARRAGUT RD,BROOKLYN,10/5/2013,,,2013PI025928,-73.896345,40.649034
2014PI004100,LAWRENCE ST & TECH PL,,BROOKLYN,11/18/2013,,,2014PI004100,-73.986172,40.694931
2013PI025970,1170 NAMEOKE ST,,QUEENS,7/19/2013,,,2013PI025970,-73.749725,40.606456
2013PI025980,W 2 ST & QUENTIN RD,,BROOKLYN,7/6/2013,,,2013PI025980,-73.975512,40.606358
2013PI026625,1195 CLAY AVE,,BRONX,7/5/2013,,,2013PI026625,-73.910831,40.832527
2014PI004388,244 ST MARKS AV,,BROOKLYN,2/11/2013,,,2014PI004388,-73.967972,40.678146
2013PI026712,1051 BOSTON RD,,BRONX,9/10/2013,,,2013PI026712,-73.906153,40.826765
2013PI026715,115 VAN SICLEN AV,,BROOKLYN,7/14/2013,,,2013PI026715,-73.891278,40.677616
2013PI026805,312 DELANCEY ST,,MANHATTAN,7/30/2013,,,2013PI026805,-73.977809,40.717552
2013PI027041,ALBANY AV,HERKIMER ST,BROOKLYN,9/9/2013,,,2013PI027041,-73.938509,40.679043
2013PI027107,TINTON AV & 163 ST,,BRONX,9/14/2013,,,2013PI027107,-73.903141,40.822723
2013PI027205,THROOP AV,FLUSHING AV,BROOKLYN,8/12/2013,,,2013PI027205,-73.94439,40.700433
2013PI027217,595 E 170 ST,,BRONX,7/23/2013,,,2013PI027217,-73.9008,40.834663
2013PI027219,895 IRVINE ST,,BRONX,7/31/2013,,,2013PI027219,-73.888915,40.819504
2013PI027640,W 184 ST,WADSWORTH AV,MANHATTAN,10/2/2013,,,2013PI027640,-73.933669,40.851624
2013PI027752,HASSOCK ST,REDFERN AV,QUEENS,7/31/2013,,,2013PI027752,-73.752269,40.608067
2014PI002261,1780 BERGEN ST,,BROOKLYN,10/26/2013,,,2014PI002261,-73.923098,40.674367
2013PI018956,400 WILLIAMS AV,,BROOKLYN,7/14/2013,,,2013PI018956,-73.898675,40.666471
2013PI027612,97 E 165 ST,,BRONX,10/11/2013,,,2013PI027612,-73.921796,40.831673
2014PI002843,530 3 AV,,MANHATTAN,12/7/2013,,,2014PI002843,-73.977813,40.746721
2013PI030005,55 E 99 ST,,MANHATTAN,10/9/2013,,,2013PI030005,-73.951296,40.7898
2013PI030192,AUDOBON AV & 178 ST,,MANHATTAN,9/25/2013,,,2013PI030192,-73.933778,40.846771
2013PI030297,301 E 64 ST,,MANHATTAN,9/20/2013,,,2013PI030297,-73.961455,40.763663
2013PI030519,63 ST,20 AV,BROOKLYN,9/8/2013,,,2013PI030519,-73.984653,40.617693
2014PI007515,473 JERSEY ST,,STATEN ISLAND,12/21/2013,,,2014PI007515,-74.086244,40.6371
2014PI018829,553 KINGSBOROUGH 5 WALK,,BROOKLYN,1/25/2013,6/27/2014,10000,2014PI018829,-73.924842,40.675689
2013PI018796,RICHMOND HILL RD,ROCKNE ST,STATEN ISLAND,4/21/2013,,,2013PI018796,-74.160778,40.585053
2013PI022532,98-30 57 AV,,QUEENS,6/6/2013,,,2013PI022532,-73.861667,40.737475
2013PI023110,83-19 BWAY,STE 2A,QUEENS,8/14/2013,,,2013PI023110,-73.879609,40.740822
2013PI023124,737 MELROSE AV,,BRONX,7/16/2013,,,2013PI023124,-73.916104,40.820699
2013PI023126,HOLLIS AV & 205 ST,,QUEENS,8/3/2013,,,2013PI023126,-73.752821,40.706974
2013PI030735,E 141 ST,3 AV,BRONX,10/16/2013,,,2013PI030735,-73.924684,40.812394
2013PI030838,43-09 21 ST,114 PCT,QUEENS,3/21/2013,,,2013PI030838,-73.945434,40.7501
2013PI031368,2265 5 AV,APT 6F,MANHATTAN,11/4/2013,,,2013PI031368,-73.936214,40.813414
2013PI031423,1280 ST JOHNS PL,,BROOKLYN,9/6/2013,,,2013PI031423,-73.935547,40.670541
2014PI008584,AVE OF THE AMERICAS,W 9 ST,MANHATTAN,12/7/2013,,,2014PI008584,-73.999186,40.734147
2013PI019149,2749 W 33 ST,,BROOKLYN,5/19/2013,,,2013PI019149,-73.999317,40.57888
2013PI019681,VALENTINE AV,FORDHAM RD,BRONX,4/30/2013,,,2013PI019681,-73.895886,40.862267
2013PI019685,230 W 108 ST,,MANHATTAN,5/16/2013,,,2013PI019685,-73.966558,40.802258
2013PI031425,1280 ST JOHNS PL,,BROOKLYN,9/6/2013,,,2013PI031425,-73.935547,40.670541
2013PI031463,30 W FORDHAM RD,,BRONX,5/18/2013,,,2013PI031463,-73.902668,40.862487
2013PI031567,609 W 29 ST,,MANHATTAN,9/12/2013,,,2013PI031567,-74.005289,40.753316
2013PI031673,BWAY & 46 ST,,MANHATTAN,9/7/2013,,,2013PI031673,-73.985339,40.758703
2013PI018899,1940 WEBSTER AV,,BRONX,6/9/2013,,,2013PI018899,-73.899908,40.848668
2013PI018953,836 E 34 ST,,BROOKLYN,5/23/2013,,,2013PI018953,-73.944364,40.635824
2013PI019973,1780 BERGEN ST,,BROOKLYN,6/12/2013,6/6/2014,12500,2013PI019973,-73.923098,40.674367
2013PI020183,1040 GERARD AV,,BRONX,7/16/2013,6/24/2014,25000,2013PI020183,-73.922375,40.831353
2013PI032193,ALBANY AV & PROSPECT PL,ST MARKS PL,BROOKLYN,9/16/2013,,,2013PI032193,-73.938983,40.673715
2013PI018958,400 WILLIAMS AV,,BROOKLYN,7/14/2013,,,2013PI018958,-73.898675,40.666471
2013PI032501,9 AV & W 25 ST,,MANHATTAN,10/22/2013,,,2013PI032501,-74.000398,40.747777
2013PI032504,7 AV & W 132 ST,,MANHATTAN,12/17/2013,,,2013PI032504,-73.945104,40.813396
2013PI032939,920 PROSPECT AV,APT 5C,BRONX,9/26/2013,,,2013PI032939,-73.900289,40.821702
2013PI032940,265 E 194 ST,APT 1C,BRONX,9/30/2013,,,2013PI032940,-73.892324,40.865036
2014PI011080,E 26 ST & AVENUE D,,BROOKLYN,1/21/2013,5/19/2014,3000,2014PI011080,-73.952377,40.640716
2013PI020827,576 E 165 ST,,BRONX,5/19/2013,,,2013PI020827,-73.906989,40.825539
2013PI020828,735 GATES AV,APT #6B,BROOKLYN,7/26/2013,,,2013PI020828,-73.93756,40.68796
2014PI000867,671 WESTCHESTER AV,,BRONX,10/25/2013,,,2014PI000867,-73.908073,40.817514
2014PI001022,180 ST,SOUTHERN BL,BRONX,12/18/2013,,,2014PI001022,-73.884468,40.845994
2014PI001024,177-14 119 RD,,QUEENS,12/23/2013,,,2014PI001024,-73.768013,40.686302
2014PI001550,885 GATES AV,,BROOKLYN,12/19/2013,,,2014PI001550,-73.931166,40.688692
2014PI001830,ASTOR AV,CRUGER AV,BRONX,11/21/2013,,,2014PI001830,-73.866528,40.859591
2014PI001831,ASTOR AV,CRUGER AV,BRONX,11/21/2013,,,2014PI001831,-73.866528,40.859591
2014PI003236,7 AV & 28 ST,,MANHATTAN,12/5/2013,,,2014PI003236,-73.993361,40.747244
2014PI003407,507 W 179 ST,,MANHATTAN,11/3/2013,,,2014PI003407,-73.932256,40.847221
2013PI025924,1128 FINDLAY AV,,BRONX,7/8/2013,,,2013PI025924,-73.913226,40.830748
2014PI003408,507 W 179 ST,,MANHATTAN,11/3/2013,,,2014PI003408,-73.932256,40.847221
2013PI026844,364 E 170 ST,,BRONX,7/15/2013,,,2013PI026844,-73.908585,40.836835
2014PI004626,40-20 BEACH CHANNEL DR,3RD FL,QUEENS,11/16/2013,,,2014PI004626,-73.773594,40.597398
2013PI025781,955 E 163 ST,,BRONX,7/24/2013,,,2013PI025781,-73.8954,40.821802
2013PI025825,955 E 163 ST,,BRONX,7/24/2013,,,2013PI025825,-73.8954,40.821802
2013PI025978,W 2 ST & QUENTIN RD,,BROOKLYN,7/6/2013,,,2013PI025978,-73.975512,40.606358
2014PI017393,695 E 163 ST,,BRONX,11/17/2013,,,2014PI017393,-73.904025,40.824013
2013PI026781,1332 FOREST AV,,STATEN ISLAND,7/19/2013,4/28/2014,3000,2013PI026781,-74.133923,40.625889
2013PI026845,660 ARNOW AV,,BRONX,8/21/2013,,,2013PI026845,-73.868772,40.867375
2014PI005055,1155 BLAKE AV,FOUNTAIN AV,BROOKLYN,9/17/2013,,,2014PI005055,-73.874948,40.670908
2014PI005095,270 E BURNSIDE AV,,BRONX,11/19/2013,,,2014PI005095,-73.902171,40.850973
2013PI021213,BAY 44 ST & SHORE PKWY,,BROOKLYN,8/11/2013,,,2013PI021213,-73.991868,40.588489
2013PI021272,884 MACON ST,,BROOKLYN,7/1/2013,6/7/2014,15000,2013PI021272,-73.915493,40.684779
2013PI021274,884 MACON ST,,BROOKLYN,7/1/2013,6/4/2014,9500,2013PI021274,-73.915493,40.684779
2013PI021279,56-10 BEACH CHANNEL DR,,QUEENS,7/13/2013,,,2013PI021279,-73.78646,40.596292
2013PI021522,PENNSYLVANIA AV,JAMAICA AV,BROOKLYN,6/5/2013,,,2013PI021522,-73.897478,40.678171
2013PI027596,EASTERN PY & BUFFALO AV,,BROOKLYN,8/11/2013,,,2013PI027596,-73.925607,40.668514
2014PI005536,PARKSIDE AV & BEDFORD AV,,BROOKLYN,11/22/2013,,,2014PI005536,-73.956389,40.655882
2013PI019486,1348 WEBSTER AV,,BRONX,5/22/2013,,,2013PI019486,-73.907316,40.834904
2013PI019489,1755 STORY AV,,BRONX,5/29/2013,,,2013PI019489,-73.865379,40.823739
2013PI019496,674 E 226 ST,,BRONX,7/9/2013,3/17/2014,25000,2013PI019496,-73.861161,40.888553
2013PI019583,125 WHITE ST,,MANHATTAN,5/1/2013,,,2013PI019583,-74.000795,40.716078
2013PI021343,320 E 204 ST,,BRONX,8/6/2013,4/22/2014,15000,2013PI021343,-73.878449,40.872436
2013PI021345,993 SUMMIT AV,,BRONX,8/15/2013,5/27/2014,15000,2013PI021345,-73.930547,40.833104
2013PI021969,903 SUMMIT AV,,BRONX,5/25/2013,,,2013PI021969,-73.931629,40.831123
2013PI027915,2800 SEDGWICK AV,,BRONX,8/8/2013,,,2013PI027915,-73.90189,40.872241
2013PI028015,1306 ATLANTIC AV,,BROOKLYN,8/28/2013,,,2013PI028015,-73.949412,40.678227
2013PI028016,1306 ATLANTIC AV,,BROOKLYN,8/28/2013,,,2013PI028016,-73.949412,40.678227
2014PI006047,HOYT ST,BUTLER ST,BROOKLYN,12/18/2013,,,2014PI006047,-73.989992,40.683327
2014PI006065,445 E 51 ST,,BROOKLYN,4/22/2013,,,2014PI006065,-73.928981,40.650813
2014PI006407,11 E 183 ST,,BRONX,12/12/2013,,,2014PI006407,-73.903281,40.858733
2014PI006748,1098 LAFAYETTE AV,,BRONX,3/16/2013,,,2014PI006748,-73.89348,40.815995
2014PI006749,279 VAN SICLEN AV,,BROOKLYN,12/6/2013,,,2014PI006749,-73.890146,40.673177
2013PI019319,7 AV & 32 ST,,MANHATTAN,7/10/2013,,,2013PI019319,-73.991563,40.749715
2013PI022304,BROOKLYN AV & SNYDER AV,,BROOKLYN,7/28/2013,,,2013PI022304,-73.943607,40.649287
2013PI022537,104-40 103 ST,,QUEENS,5/29/2013,,,2013PI022537,-73.837531,40.680526
2013PI022970,1720 MENAHAN ST,,QUEENS,7/3/2013,,,2013PI022970,-73.911307,40.70358
2013PI028529,101-56 104 ST,,QUEENS,8/11/2013,,,2013PI028529,-73.838603,40.684683
2013PI028531,1376 STERLING PL,,BROOKLYN,9/7/2013,,,2013PI028531,-73.932997,40.671357
2013PI028534,WATSON AV & ROSEDALE AV,,BRONX,8/26/2013,,,2013PI028534,-73.868226,40.827434
2013PI028538,273 E 176 ST,,BRONX,8/15/2013,,,2013PI028538,-73.903994,40.847519
2013PI028751,43 DUMONT AV,,BROOKLYN,10/10/2013,,,2013PI028751,-73.91835,40.662902
2013PI028785,101-31  110 ST,,QUEENS,9/23/2013,,,2013PI028785,-73.832889,40.687032
2014PI006926,225 WILLIS AV,,BRONX,12/27/2013,,,2014PI006926,-73.924519,40.807711
2014PI006936,140 WASHINGTON ST,,MANHATTAN,12/9/2013,,,2014PI006936,-74.013979,40.709852
2013PI018577,2000 VALENTINE AV,,BRONX,4/15/2013,,,2013PI018577,-73.899938,40.850387
2013PI018660,292 NOSTRAND AV,,BROOKLYN,7/8/2013,,,2013PI018660,-73.951571,40.689627
2013PI019355,WILLOW AV & E 138 ST,,BRONX,6/15/2013,6/20/2014,15000,2013PI019355,-73.911339,40.80423
2013PI029452,46-29 190 ST,,QUEENS,1/7/2013,,,2013PI029452,-73.789506,40.751661
2013PI029459,408 E 10 ST,,MANHATTAN,10/13/2013,,,2013PI029459,-73.977077,40.725441
2013PI029806,SUTTER AV & UNION ST,,BROOKLYN,8/17/2013,,,2013PI029806,-73.921367,40.665501
2014PI019994,CRESTON AV & E FORDHAM RD,,BRONX,6/5/2013,,,2014PI019994,-73.897982,40.862412
2013PI019187,110-52 FARMERS BL,,QUEENS,5/14/2013,,,2013PI019187,-73.766044,40.701932
2013PI030205,501 MADISON ST,,BROOKLYN,8/26/2013,,,2013PI030205,-73.937446,40.68647
2013PI030261,124 ST,5 AV,MANHATTAN,11/26/2013,,,2013PI030261,-73.942756,40.805751
2013PI030295,S CONDUIT BL & ELDERT LN,,BROOKLYN,9/18/2013,,,2013PI030295,-73.864136,40.675005
2013PI030303,279 71 ST,,BROOKLYN,8/31/2013,,,2013PI030303,-74.026933,40.634382
2013PI030402,168-02 91 AV,,QUEENS,9/8/2013,,,2013PI030402,-73.792612,40.707047
2013PI020042,5901 GLENWOOD RD,,BROOKLYN,5/9/2013,,,2013PI020042,-73.920852,40.634956
2013PI020044,5901 GLENWOOD RD,,BROOKLYN,5/9/2013,,,2013PI020044,-73.920852,40.634956
2013PI020134,1255 ADEE AV,,BRONX,5/10/2013,,,2013PI020134,-73.852264,40.8703
2013PI020202,2505 THIRD AV,,BRONX,1/11/2013,,,2013PI020202,-73.928565,40.81048
2013PI020204,2505 THIRD AV,,BRONX,1/11/2013,,,2013PI020204,-73.928565,40.81048
2013PI030783,MURDOCK AV,SPRINGFIELD BLVD,QUEENS,11/2/2013,,,2013PI030783,-73.740503,40.703442
2013PI030893,1096 UNION AV,APT 2A,BRONX,9/7/2013,,,2013PI030893,-73.899696,40.826197
2013PI020214,2505 THIRD AV,,BRONX,1/11/2013,,,2013PI020214,-73.928565,40.81048
2013PI031264,FINDLAY AV,167 ST,BRONX,9/14/2013,,,2013PI031264,-73.91328,40.831195
2013PI031272,1760 STORY AV,,BRONX,9/19/2013,,,2013PI031272,-73.865049,40.822253
2014PI010107,8 AV,W 33 ST,MANHATTAN,12/28/2013,,,2014PI010107,-73.993949,40.751532
2013PI021362,805 E 156 ST,,BRONX,8/3/2013,,,2013PI021362,-73.903846,40.817873
2013PI031383,157 E 46 ST,,BROOKLYN,9/7/2013,,,2013PI031383,-73.934704,40.658373
2013PI032086,4769 WHITE PLAINS RD,,BRONX,11/20/2013,,,2013PI032086,-73.849875,40.905459
2013PI021681,121 W 197 ST,,BRONX,8/15/2013,5/19/2014,25000,2013PI021681,-73.900122,40.87238
2013PI021763,WATSON AV,WARD AV,BRONX,4/25/2013,,,2013PI021763,-73.876727,40.826287
2013PI021926,369 ASHFORD ST,,BROOKLYN,6/22/2013,,,2013PI021926,-73.884724,40.673224
2013PI022061,3016 WEBSTER AV,,BRONX,5/15/2013,,,2013PI022061,-73.880452,40.868587
2013PI032543,106-10 217 ST,,QUEENS,8/17/2013,,,2013PI032543,-73.741235,40.71111
2013PI032618,370 LEXINGTON AV,,BROOKLYN,11/9/2013,,,2013PI032618,-73.946286,40.687986
2013PI032765,1836 WATSON AV,APT 4B,BRONX,11/8/2013,,,2013PI032765,-73.864173,40.826828
2013PI022567,1 AV & 3 ST,,MANHATTAN,6/12/2013,3/6/2014,750,2013PI022567,-73.987493,40.724583
2013PI023115,4029 LACONIA AV,E 227 ST & E 228 ST,BRONX,6/22/2013,,,2013PI023115,-73.848461,40.886066
2013PI023351,18 METROPOLITAN OV,,BRONX,6/8/2013,,,2013PI023351,-73.85656,40.838346
2013PI032942,3 AV,152 ST,BRONX,9/21/2013,,,2013PI032942,-73.915266,40.817833
2013PI023477,RIVERDALE AV,WILLIAMS AV,BROOKLYN,8/24/2013,,,2013PI023477,-73.897369,40.662682
2013PI023520,365 E 183 ST,,BRONX,6/12/2013,,,2013PI023520,-73.896774,40.856307
2014PI000742,1005 WALTON AV,,BRONX,10/3/2013,,,2014PI000742,-73.922524,40.830406
2014PI001074,1670 PACIFIC ST,,BROOKLYN,12/31/2013,,,2014PI001074,-73.93447,40.67654
2014PI001232,295 E 171 ST,APT 2B,BRONX,9/24/2013,,,2014PI001232,-73.910089,40.838796
2013PI023824,1348 WEBSTER AV,,BRONX,5/22/2013,,,2013PI023824,-73.907316,40.834904
2013PI023876,547 BWAY,,MANHATTAN,4/14/2013,,,2013PI023876,-73.998771,40.723788
2013PI024048,E 169 ST,3 AV,BRONX,7/31/2013,,,2013PI024048,-73.905053,40.832715
2013PI024192,90-38 170 ST,APT 4F,QUEENS,6/16/2013,,,2013PI024192,-73.790374,40.707625
2014PI001308,274 14 ST,,BROOKLYN,2/4/2013,,,2014PI001308,-73.988373,40.665708
2013PI024476,VAN SICLEN AV,ATLANTIC AV,BROOKLYN,8/21/2013,,,2013PI024476,-73.891273,40.676439
2013PI024532,714 LINCOLN AV,,BROOKLYN,7/11/2013,,,2013PI024532,-73.866169,40.671524
2013PI024534,72 ROGERS AV,,BROOKLYN,9/5/2013,,,2013PI024534,-73.953143,40.674233
2013PI024535,72 ROGERS AV,,BROOKLYN,9/5/2013,,,2013PI024535,-73.953143,40.674233
2013PI025010,1889 GUERLAIN ST,,BRONX,9/14/2013,,,2013PI025010,-73.863531,40.840408
2014PI001919,15 MARCY PL,APT 4A,BRONX,12/12/2013,,,2014PI001919,-73.917971,40.838985
2014PI003245,601 BRISTOL ST,,BROOKLYN,11/22/2013,,,2014PI003245,-73.908951,40.656294
2013PI028970,LONGFELLOW AV & 174 ST,,BRONX,8/21/2013,,,2013PI028970,-73.88425,40.836187
2013PI029014,805 E 156 ST,,BRONX,8/3/2013,,,2013PI029014,-73.903846,40.817873
2013PI029500,687 8 AV,,MANHATTAN,5/4/2013,,,2013PI029500,-73.98944,40.758292
2013PI029642,MANHATTAN AV & 114 ST,115 ST,MANHATTAN,7/18/2013,,,2013PI029642,-73.957784,40.803737
2013PI029710,132-12 111 AV,,QUEENS,8/28/2013,,,2013PI029710,-73.810064,40.683453
2013PI029767,122 SPARTAN AV,,STATEN ISLAND,10/9/2013,,,2013PI029767,-74.166175,40.625795
2013PI029854,84-21 CHAPIN PKWY,,QUEENS,11/15/2013,,,2013PI029854,-73.799475,40.71432
2014PI005471,610 W 174 ST,APT 6B,MANHATTAN,12/12/2013,,,2014PI005471,-73.937817,40.844872
2013PI023828,SEDGWICK AV,FORDHAM RD,BRONX,8/27/2013,,,2013PI023828,-73.909041,40.862688
2013PI023829,1821 DAVIDSON AV,,BRONX,8/16/2013,,,2013PI023829,-73.912077,40.849974
2013PI023830,1821 DAVIDSON AV,,BRONX,8/16/2013,,,2013PI023830,-73.912077,40.849974
2013PI023831,1821 DAVIDSON AV,,BRONX,8/16/2013,,,2013PI023831,-73.912077,40.849974
2013PI023833,3485 BIVONA ST,,BRONX,7/31/2013,,,2013PI023833,-73.83404,40.882456
2013PI023855,2516 GRAND AV,,BRONX,6/25/2013,,,2013PI023855,-73.901312,40.864984
2013PI030465,ROGERS PL,E 165 ST,BRONX,10/7/2013,,,2013PI030465,-73.897362,40.823876
2013PI030475,1085 ANDERSON AV,,BRONX,11/13/2013,,,2013PI030475,-73.925706,40.834605
2013PI030478,2200 MORRIS AV,,BRONX,11/20/2013,,,2013PI030478,-73.902836,40.856147
2013PI030481,2200 MORRIS AV,,BRONX,11/20/2013,,,2013PI030481,-73.902836,40.856147
2013PI018388,97-02 95 AV,,QUEENS,7/4/2013,,,2013PI018388,-73.845288,40.687535
2013PI018445,863 MELROSE AV,,BRONX,7/8/2013,,,2013PI018445,-73.914449,40.823961
2013PI018456,68 ST & MADELINE CT,,BROOKLYN,6/11/2013,,,2013PI018456,-74.027356,40.637187
2013PI020409,985 SIMPSON ST,,BRONX,6/14/2013,,,2013PI020409,-73.893094,40.822376
2013PI021304,8 AV,116 ST,MANHATTAN,5/18/2013,10/29/2013,3000,2013PI021304,-73.95537,40.804428
2013PI030984,21 SPRING ST,,MANHATTAN,8/28/2013,,,2013PI030984,-73.994958,40.721779
2013PI031076,GRAND CO & E 164 ST,,BRONX,11/26/2013,,,2013PI031076,-73.921181,40.829636
2014PI006248,975 WALTON AV,,BRONX,12/7/2013,,,2014PI006248,-73.923103,40.829767
2014PI017256,LEX AV & 125 ST,,MANHATTAN,9/17/2013,,,2014PI017256,-73.937422,40.804384
2013PI019167,487 CARLTON AV,APT 27B,BROOKLYN,5/20/2013,,,2013PI019167,-73.97018,40.682953
2013PI019168,330 HINSDALE ST,,BROOKLYN,6/16/2013,,,2013PI019168,-73.899735,40.666313
2013PI019171,6 AV,50 ST,MANHATTAN,3/27/2013,,,2013PI019171,-73.980426,40.759907
2013PI031631,1150 GARRISON AV,,BRONX,12/8/2013,,,2013PI031631,-73.888527,40.819918
2013PI031645,265 E 161 ST,,BRONX,12/9/2013,,,2013PI031645,-73.918725,40.82568
2013PI031649,1275 LAFAYETTE AV,,BRONX,9/11/2013,,,2013PI031649,-73.8885,40.816877
2013PI031664,635 TINTON AV,,BRONX,10/6/2013,,,2013PI031664,-73.905768,40.815075
2013PI031838,909 LIVONIA AV,,BROOKLYN,9/24/2013,,,2013PI031838,-73.88337,40.666547
2013PI031846,218 W 108 ST,,MANHATTAN,9/10/2013,,,2013PI031846,-73.965959,40.802005
2013PI032369,FOCH BL,SUTPHIN BL,QUEENS,9/21/2013,,,2013PI032369,-73.792092,40.680485
2014PI006519,ODELL ST,ST RAYMOND AV,BRONX,12/3/2013,,,2014PI006519,-73.854458,40.837578
2014PI007040,211 EAST TREMONT AV,,BRONX,9/19/2013,,,2014PI007040,-73.905166,40.849353
2013PI019049,6 AV & 51 ST,,BROOKLYN,6/21/2013,,,2013PI019049,-74.0087,40.643226
2013PI019317,976 LEGGETT AV,,BRONX,7/9/2013,,,2013PI019317,-73.900335,40.814796
2013PI019544,248 W 125 ST,,MANHATTAN,5/2/2013,,,2013PI019544,-73.949927,40.809336
2013PI032421,PARK AV,E 169 ST,BRONX,11/20/2013,,,2013PI032421,-73.907076,40.833438
2013PI032527,2326 BATHGATE AV,,BRONX,10/2/2013,,,2013PI032527,-73.890916,40.855206
2013PI032590,1410 GRAND CONCOURSE,,BRONX,10/11/2013,,,2013PI032590,-73.913034,40.838987
2013PI032963,AVE J & E 85 ST,GLENWOOD RD,BROOKLYN,9/27/2013,,,2013PI032963,-73.907786,40.636228
2014PI007143,FORDHAM RD,DECATUR AV,BRONX,12/2/2013,,,2014PI007143,-73.891772,40.861879
2014PI019639,4612 13 AV,,BROOKLYN,9/28/2013,,,2014PI019639,-73.990911,40.636581
